row_index,doc_id,title,president,date,snippet_norm,verse_range,verse_text,match_proba,judgement,reason,confidence
0,-3757985314041078677,Remarks at the Signing Ceremony for the Israeli-Palestinian West Bank Accord,William J. Clinton,1995-09-28,made a peace worthy of your great forebear abraham patriarch of both arabs and jews sacrificed power for peace when he said to his nephew lot let there be no strife between thee and me if thou will take the left hand then i will go to the right patience and persistence courage and sacrifice,Genesis 13:8,"And Abram said unto Lot, Let there be no strife, I pray thee, between me and thee, and between my herdmen and thy herdmen; for we be brethren.",0.8222280176490366,TRUE,,0.9
14,-3774915826807527377,Remarks in San Francisco at the Dedication of the Federal Building.,Lyndon B. Johnson,1964-06-19,fulfillment and freedom for all men these words are our faith that he will favor our undertaking as long as we heed his injunction to let your light so shine before men that they may see your good works well i have come here today to ask you great citizens of san francisco to join up in that forward march to complete the great unfinished,Matthew 5:16,"Let your light so shine before men, that they may see your good works, and glorify your Father which is in heaven.",0.9484370800108592,TRUE,,0.9
36,-3800072351384350937,Remarks at the Professional Athletes Prayer Brunch,Gerald R. Ford,1976-02-15,of god your faith in him a love and a faith that betty and i share the apostle paul writing the corinthians said they which run in a race run all but one receiveth the prize everyone in this room has run the race you have received the prize that comes with excellence you have tasted what jim mckay 1,1 Corinthians 9:24,"Know ye not that they which run in a race run all, but one receiveth the prize? So run, that ye may obtain.",0.9991913122118186,TRUE,,1.0
38,-3800072351384350937,Remarks at the Professional Athletes Prayer Brunch,Gerald R. Ford,1976-02-15,is on your side--and he will be if you are on his--no man no woman can ever defeat you as the bible said god be for us who can be against us as president and as one who has been in the political arena for 27 years i have had my share of political victories--as,Romans 8:31,"What shall we then say to these things? If God be for us, who can be against us?",0.6369779993356975,TRUE,,0.8
40,-3800072351384350937,Remarks at the Professional Athletes Prayer Brunch,Gerald R. Ford,1976-02-15,all of your lives let us strive always to achieve it so that we may say with paul at the end of our lives i have fought a good fight i have finished my course i have kept the faith thank you very much 1 abc sports commentator note the president spoke at 11:45 a.m in the east room at the white house gerald r,2 Timothy 4:7,"I have fought a good fight, I have finished my course, I have kept the faith:",0.9866624215715168,TRUE,,1.0
120,-388057326569171729,Remarks at an Anti-Defamation League Dinner in Atlanta,William J. Clinton,1999-10-29,difference institute to teach tolerance on campuses and to law enforcement officials across our land i thank you for all that the talmud says should anyone turn aside the right of a stranger it is as though he were to turn aside the right of the most high god well that passage carries special meaning in the world in which we live because the great irony of this time is that we stand on the,Lamentations 3:35,"To turn aside the right of a man before the face of the most High,",0.9119535459525197,TRUE,,0.95
133,-3894389951206864223,Radio Address to the Nation on the Observance of Mother's Day,Ronald Reagan,1983-05-07,emphasis my mother nelle made all those marks in that book she used it to instruct her two young sons and i look to it still a passage in proverbs describes the ideal woman saying strength and dignity are her clothing and she smiles at the future she opens her mouth in wisdom and the teaching of kindness is on her tongue give her the product of her hands and let her works praise her in the gates well that passage calls for us to recognize the enormous strengths and contributions of women wives and mothers and indicates to me that society always needs a,Proverbs 31:31,Give her of the fruit of her hands; and let her own works praise her in the gates.,0.7717727682665467,TRUE,,0.9
134,-3894389951206864223,Radio Address to the Nation on the Observance of Mother's Day,Ronald Reagan,1983-05-07,instruct her two young sons and i look to it still a passage in proverbs describes the ideal woman saying strength and dignity are her clothing and she smiles at the future she opens her mouth in wisdom and the teaching of kindness is on her tongue give her the product of her hands and,Proverbs 31:25,Strength and honour are her clothing; and she shall rejoice in time to come.,0.9687717631132896,TRUE,,0.9
144,-3909971615141194809,"Remarks at the Memorial Service at Eglin Air Force Base, Florida, for American Servicemen Killed in Saudi Arabia",William J. Clinton,1996-06-30,for granted traveling far from home and family to take up america's cause there is a passage in isaiah in which god wonders whom shall i send and who will go for us isaiah answers here am i lord send me these men we honor today said to america send me we will remember them as patriots but they were also husbands and fathers sons,Isaiah 6:8,"Also I heard the voice of the Lord, saying, Whom shall I send, and who will go for us? Then said I, Here am I; send me.",0.9078127822717384,TRUE,,0.95
172,-3940961242659038335,Remarks at the National Day of Prayer and Remembrance Service,George W. Bush,2005-09-16,in the worst of storms and in the rush of flood waters even the strongest faith can be tested yet the scriptures assure us many waters cannot quench love neither can the floods drown it so now we go forward confident in the good heart of america and trusting that even among the ruins the love of god remains at,Song of Solomon 8:7,"Many waters cannot quench love, neither can the floods drown it: if a man would give all the substance of his house for love, it would utterly be contemned.",0.78585606278049,TRUE,,0.9
199,-3959161538748170675,"Remarks Honoring Martin Luther King, Jr., in Atlanta, Georgia","Joseph R. Biden, Jr.",2023-01-15,say keep the faith he followed the path of joseph a believer in dreams in the divinity they carry in the promise they hold and like john the baptist he prepared us for the greater hope ahead one who came to bear witness to the light reverend dr martin luther king jr was a nonviolent,John 1:7,"The same came for a witness, to bear witness of the Light, that all men through him might believe.",0.7688094751680964,TRUE,,0.9
200,-3959161538748170675,"Remarks Honoring Martin Luther King, Jr., in Atlanta, Georgia","Joseph R. Biden, Jr.",2023-01-15,his path-to his path the path that leads to the beloved community to the sacred place and that sacred hour when justice rains down like waters and righteousness was a mighty stream folks to the king family i know no matter how many years pass-it doesn't matter how many years pass-those days of remembrance are,Amos 5:24,"But let judgment run down as waters, and righteousness as a mighty stream.",0.9388075921984876,TRUE,,0.9
203,-3959161538748170675,"Remarks Honoring Martin Luther King, Jr., in Atlanta, Georgia","Joseph R. Biden, Jr.",2023-01-15,in scripture and enshrined in the declaration of independence a sacred proposition he invoked on that day in 1963 when he told my generation about his dream a dream in which we're all entitled to be treated with-my father's favorite word-dignity and respect a dream in which we all deserve liberty and justice and it is still the task of our time to make that dream a reality because it's,Genesis 41:11,"And we dreamed a dream in one night, I and he; we dreamed each man according to the interpretation of his dream.",0.8342684803943597,TRUE,,0.9
207,-3959161538748170675,"Remarks Honoring Martin Luther King, Jr., in Atlanta, Georgia","Joseph R. Biden, Jr.",2023-01-15,and history teach us that however dark the night joy cometh in the morning and that joy comes with the commandments of scripture love the lord thy god with all thy heart all thy mind and all thy soul and love thy neighbor as thy self easy to say easy to say but very hard to do but in that commandment in my view lies,Luke 10:27,"And he answering said, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy strength, and with all thy mind; and thy neighbour as thyself.",0.9747338197052056,TRUE,,0.95
208,-3959161538748170675,"Remarks Honoring Martin Luther King, Jr., in Atlanta, Georgia","Joseph R. Biden, Jr.",2023-01-15,and history teach us that however dark the night joy cometh in the morning and that joy comes with the commandments of scripture love the lord thy god with all thy heart all thy mind and all thy soul and love thy neighbor as thy self easy to say easy to say but very hard to do but in that commandment in my view lies,Mark 12:30,"And thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind, and with all thy strength: this is the first commandment.",0.9674326800144054,TRUE,,0.95
209,-3959161538748170675,"Remarks Honoring Martin Luther King, Jr., in Atlanta, Georgia","Joseph R. Biden, Jr.",2023-01-15,and history teach us that however dark the night joy cometh in the morning and that joy comes with the commandments of scripture love the lord thy god with all thy heart all thy mind and all thy soul and love thy neighbor as thy self easy to say easy to say but very hard to do but in that commandment in my view lies,Matthew 22:37,"Jesus said unto him, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind.",0.9816605922670104,TRUE,,0.95
239,-3994233452307394957,"Remarks at a Memorial Service Honoring Victims of the Iraq Helicopter Tragedy at Fort Myer, Virginia",William J. Clinton,1994-04-25,as president lincoln said the almighty has his own purposes that the faith which sustains us according to the scripture is the assurance of things hoped for the convictions of things unseen as i look out into the faces of mothers and fathers and wives and sons and daughters and brothers and sisters i say,Hebrews 11:1,"Now faith is the substance of things hoped for, the evidence of things not seen.",0.9226993617581332,TRUE,,0.9
309,-4066860391241254943,Remarks Before the National Convention Upon Accepting the Nomination,Lyndon B. Johnson,1964-08-27,and the hand of affection and love to the old and the sick and the hungry for who among us dares to betray the command thou shalt open thine hand--unto thy brother to thy poor and to thy needy in thy land the needs that we seek to fill the hopes that we seek to realize are not our needs our hopes alone they are,Deuteronomy 15:11,"For the poor shall never cease out of the land: therefore I command thee, saying, Thou shalt open thine hand wide unto thy brother, to thy poor, and to thy needy, in thy land.",0.98676068618996,TRUE,,1.0
382,-414110545384218750,Toasts of the President and Prime Minister Eshkol at a Dinner at the LBJ Ranch,Lyndon B. Johnson,1968-01-07,if we work together--perhaps our nation and all nations may know the joys of that promise god once made about the children of israel i will make a covenant of peace with them it shall be an everlasting covenant let that be our toast to each other--our governments and our peoples--as this new year begins its days are brighter mr prime minister because you lighten,Ezekiel 37:26,"Moreover I will make a covenant of peace with them; it shall be an everlasting covenant with them: and I will place them, and multiply them, and will set my sanctuary in the midst of them for evermore.",0.830104816936883,TRUE,,0.9
384,-4141682573096037053,Radio Report to the American People on the Achievements of the Administration and the 83d Congress.,Dwight D. Eisenhower,1953-08-06,the federal government itself both the executive and the legislative branches have worked with patience and good will to ensure that this government not be divided against itself this mutual consideration between congress and the president is less tangible but more vital than any reorganization bill ever passed or contemplated vital to coherent and consistent,Mark 3:25,"And if a house be divided against itself, that house cannot stand.",0.3153475443514507,TRUE,,0.8
395,-4157183030962807470,"Miami, Florida Remarks and a Question-and-Answer Session at a Town Meeting.",Jimmy Carter,1980-10-21,leaders of israel and perhaps other countries-judah certainly the bible also-specifies and other religions do as well-the moslem religion has very strict ethical and moral standards about judge not that ye be not judged and love your neighbor as yourself and one bible verse the first one i ever learned in the new testament says god is love self-discipline is,Matthew 7:1,"Judge not, that ye be not judged.",0.6164413563369316,TRUE,,0.9
395,-4157183030962807470,"Miami, Florida Remarks and a Question-and-Answer Session at a Town Meeting.",Jimmy Carter,1980-10-21,leaders of israel and perhaps other countries-judah certainly the bible also-specifies and other religions do as well-the moslem religion has very strict ethical and moral standards about judge not that ye be not judged and love your neighbor as yourself and one bible verse the first one i ever learned in the new testament says god is love self-discipline is,Leviticus 19:18,"Thou shalt not avenge, nor bear any grudge against the children of thy people, but thou shalt love thy neighbour as thyself: I am the Lord.",0.6164413563369316,TRUE,,0.9
395,-4157183030962807470,"Miami, Florida Remarks and a Question-and-Answer Session at a Town Meeting.",Jimmy Carter,1980-10-21,leaders of israel and perhaps other countries-judah certainly the bible also-specifies and other religions do as well-the moslem religion has very strict ethical and moral standards about judge not that ye be not judged and love your neighbor as yourself and one bible verse the first one i ever learned in the new testament says god is love self-discipline is,1 John 4:8,“He that loveth not knoweth not God; for God is love.”,0.6164413563369316,TRUE,,0.9
406,-4165182355474045856,"Remarks at Saint John Baptist Church in Columbia, South Carolina","Joseph R. Biden, Jr.",2024-01-28,to thank steve for his friendship and his leadership you know it's a covenant we have with each other that comes from a-from the commands of scripture love the lord thy god with all thy heart and all thy mind and all thy soul love thy neighbor as thyself easy to say but really hard to do easy to say but hard to do but in those commands is the,Deuteronomy 6:5,"And thou shalt love the LORD thy God with all thine heart, and with all thy soul, and with all thy might.",0.5036664832390237,TRUE,,0.9
407,-4165182355474045856,"Remarks at Saint John Baptist Church in Columbia, South Carolina","Joseph R. Biden, Jr.",2024-01-28,to thank steve for his friendship and his leadership you know it's a covenant we have with each other that comes from a-from the commands of scripture love the lord thy god with all thy heart and all thy mind and all thy soul love thy neighbor as thyself easy to say but really hard to do easy to say but hard to do but in those commands is the,Luke 10:27,"And he answering said, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy strength, and with all thy mind; and thy neighbour as thyself.",0.9202198109407074,TRUE,,0.95
