row_index,doc_id,title,president,date,snippet_norm,verse_range,verse_text,match_proba,judgement,reason,confidence
4,7889268386509243252,Remarks at the Annual Convention of the National Religious Broadcasters,George Bush,1991-01-28,and injustice and i'm very grateful for that resolution that has just been read prior to my speaking here matthew also reminds us in these times that the meek shall inherit the earth at home these values imbue the policies which you and i support like me you endorse adoption not abortion and last year you helped ensure that the,Psalms 37:11,But the meek shall inherit the earth; and shall delight themselves in the abundance of peace.,0.7156479792001861,TRUE,,0.9
5,7889268386509243252,Remarks at the Annual Convention of the National Religious Broadcasters,George Bush,1991-01-28,grateful for that resolution that has just been read prior to my speaking here matthew also reminds us in these times that the meek shall inherit the earth at home these values imbue the policies which you and i support like me you endorse adoption not abortion and last year you helped ensure that the,Matthew 5:5,Blessed are the meek: for they shall inherit the earth.,0.9297241722413936,TRUE,,0.95
18,7901446509349782765,Remarks at Mayer Sulzberger Middle School in Philadelphia,William J. Clinton,2000-05-19,lighting fires of excitement in children's minds and so she can imagine what a wonderful thing it would be to be a good teacher the bible says where there is no vision the people perish i wish it were written in positive terms where there is vision the people flourish i want you to be able to imagine your dreams and that's another big part of this program i want to thank all the educators,Proverbs 29:18,"Where there is no vision, the people perish: but he that keepeth the law, happy is he.",0.3952995661535304,TRUE,,0.9
46,7930649463284013722,Keynote Address at the 2004 Democratic National Convention,Barack Obama,2004-07-27,us defending the united states of america in the end that's what this election is about do we participate in a politics of cynicism or a politics of hope john kerry calls on us to hope john edwards calls on us to hope i'm not talking about blind optimism here the almost willful ignorance that thinks unemployment will go away if we just don't talk about it or the health care crisis will solve itself if we just ignore it no i'm talking about something more substantial it's the hope of slaves sitting around a fire singing freedom songs the hope of immigrants setting out for distant shores the hope of a young naval lieutenant bravely patrolling the mekong delta the hope of a millworker's son who dares to defy the odds the hope of a skinny kid with a funny name who believes that america has a place for him too the audacity of hope in the end that is god's greatest gift to us the bedrock of this nation the belief in things not seen the belief that there are better days ahead,Hebrews 11:1,"Now faith is the substance of things hoped for, the evidence of things not seen",0.2519554242182246,TRUE,,0.9
82,7975669873028877860,Remarks to the Democratic Leadership Council,William J. Clinton,1995-11-13,true and lasting prosperity rests on equal opportunity for all and special privileges for none the wisdom of abraham lincoln that a house divided against itself cannot stand the wisdom of theodore roosevelt that the heritage of america is in no small measure the heritage of the natural resources and,Mark 3:25,"And if a house be divided against itself, that house cannot stand.",0.9108232246872258,TRUE,,0.9
93,7988554987604844400,"Address Accepting the Presidential Nomination at the Democratic National Convention in Miami Beach, Florida",George McGovern,1972-07-14,not expect special favors for themselves but a better land for us all in the literature and music of our children we are told to everything there is a season and a time to every purpose under heaven and for america the time has come at last this is the time for truth not falsehood in a democratic nation no,Ecclesiastes 3:1,"To every thing there is a season, and a time to every purpose under the heaven:",0.987655351024313,TRUE,,1.0
105,8003041462906907953,Remarks at the 125th Anniversary Meeting of B'nai B'rith.,Lyndon B. Johnson,1968-09-10,a time of troubles i am glad to be with those who have known trouble and who still treasure the spirit of man the proverb says a friend loveth at all times and a brother is born for adversity you have been my friends and some of you have been like brothers to me so in the words of the proverb we were born for,Proverbs 17:17,"A friend loveth at all times, and a brother is born for adversity.",0.993885656058851,TRUE,,1.0
108,8003041462906907953,Remarks at the 125th Anniversary Meeting of B'nai B'rith.,Lyndon B. Johnson,1968-09-10,"through very grievous trials your forefathers clung to their jewish identity and clung to their ties with the land of israel as the prophet isaiah foretold--""and he shall set up an ensign for the nations and he shall assemble the outcasts of israel and gather together the dispersed of judah from all the four corners of the earth history knows no more moving example of persistence against the cruelest odds but conflict has surrounded the modern state of israel since",Isaiah 11:12,"And he shall set up an ensign for the nations, and shall assemble the outcasts of Israel, and gather together the dispersed of Judah from the four corners of the earth.",0.5487339223803656,TRUE,,1.0
111,8003041462906907953,Remarks at the 125th Anniversary Meeting of B'nai B'rith.,Lyndon B. Johnson,1968-09-10,more i believe most of you here know what i mean may it be said of each of us in the ancient hebrew words how beautiful upon the mountains are the feet of him that bringeth good tidings that proclaimeth peace that publishes salvation god be with you thank you note the president spoke at 9:40 p.m at the shoreham hotel in washington in his,Isaiah 52:7,"How beautiful upon the mountains are the feet of him that bringeth good tidings, that publisheth peace; that bringeth good tidings of good, that publisheth salvation; that saith unto Zion, Thy God reigneth!",0.9463024390276852,TRUE,,1.0
117,8004343623786532814,Remarks at the Family Research Council's Values Voter Summit,Donald J. Trump (1st Term),2017-10-13,women who risked their lives to save their fellow citizens gave proof to the words of this scripture the light shines in the darkness and the darkness has not overcome it all of america is praying for the wounded and the grieving and we will be with them today and,John 1:5,And the light shineth in darkness; and the darkness comprehended it not.,0.9403355129279132,TRUE,,0.95
167,8043068104836877346,Remarks at an Easter Prayer Breakfast,Barack Obama,2016-03-30,injustice of his death and carrying the sins of the world and it's difficult to fathom the full meaning of that act now scripture tells us for god so loved the world that he gave his only son that whoever believes in him should not perish but have eternal life because of god's love we can proclaim christ is risen audience members yes the president because of god's love we have been given this gift,John 3:16,"For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life.",0.8633930812003688,TRUE,,1.0
194,8061275430336879602,Remarks at the Annual National Prayer Breakfast,Ronald Reagan,1982-02-04,carried and now we've seen in general dozier's life such a moment well god is with us we need only to believe the psalmist says weeping may endure for a night but joy cometh in the morning speaking for nancy and myself we thank you for your faith and for all your prayers on our behalf and it is true,Psalms 30:5,"For his anger endureth but a moment; in his favour is life: weeping may endure for a night, but joy cometh in the morning.",0.9959494783279208,TRUE,,1.0
198,8061275430336879602,Remarks at the Annual National Prayer Breakfast,Ronald Reagan,1982-02-04,told in ii timothy that when our work is done we can say we have fought the good fight we have finished the race we have kept the faith this is an evidence of it i hope that on down through the centuries not only is this great land preserved but this great tradition is,2 Timothy 4:7,"I have fought a good fight, I have finished my course, I have kept the faith:",0.9080545483321336,TRUE,,0.95
201,8065018471799271045,Remarks in New York City Conceding the 2016 Presidential Election,Hillary Clinton,2016-11-09,know i believe we are stronger together and we will go forward together and you should never ever regret fighting for that you know scripture tells us let us not grow weary in doing good for in due season we shall reap if we do not lose heart so my friends let us have faith in each other let us not grow weary let us not lose heart for there are more seasons to come and there is more work to do i am incredibly honored and grateful to have,Galatians 6:9,"And let us not be weary in well doing: for in due season we shall reap, if we faint not.",0.9901615937903592,TRUE,,1.0
222,8078786764518547128,Remarks With President Truman at the Signing in Independence of the Medicare Bill,Lyndon B. Johnson,1965-07-30,not just our tradition--or the tradition of the democratic party--or even the tradition of the nation it is as old as the day it was first commanded thou shalt open thine hand wide unto thy brother to thy poor to thy needy in thy land and just think mr president because of this document--and the long years of struggle which so many have put into creating it--in this town and,Deuteronomy 15:11,"For the poor shall never cease out of the land: therefore I command thee, saying, Thou shalt open thine hand wide unto thy brother, to thy poor, and to thy needy, in thy land.",0.9422047250506826,TRUE,,1.0
