row_index,doc_id,title,president,date,snippet_norm,verse_range,verse_text,match_proba,judgement,reason,confidence
18,-5162654514304809560,Remarks in a Roundtable Discussion on the Future of South Africa in Johannesburg,William J. Clinton,1998-03-28,is like a battle of human nature that goes on and there is a strong tendency to divide whatever your world is up between us and them and you can't people should never give up whatever their us is you just want it be us and we instead of us and them so that's why i ask thank you so much good luck to you note the president spoke at 1 p.m at r.p maphanzela,Acts 15:9,"And put no difference between us and them, purifying their hearts by faith.",0.5833793543884672,TRUE,,0.9
71,-5205842740572047263,Remarks at the Republican Jewish Coalition 20th Anniversary Luncheon,George W. Bush,2005-09-21,million to help the victims of katrina our citizens are answering the call of the prophet isaiah if you give what you have to the hungry and fill the needs of those who suffer then your light will rise in the darkness and your darkness will be like the brightest,Isaiah 58:10,"And if thou draw out thy soul to the hungry, and satisfy the afflicted soul; then shall thy light rise in obscurity, and thy darkness be as the noon day:",0.2528041581651999,TRUE,,0.95
80,-5215090637551396690,Remarks to the United Nations Special Session on Environment and Development in New York City,William J. Clinton,1997-06-26,the earth's temperature distinguished leaders in all of our cultures we have been taught from time immemorial that as scripture says one generation passes away and another comes but the earth abides forever we must strengthen our stewardship of the environment to make that true and to ensure that when this generation passes the young,Ecclesiastes 1:4,"One generation passeth away, and another generation cometh: but the earth abideth for ever.",0.8586670533729366,TRUE,,0.9
93,-5231434390015333677,"Remarks at the National Fallen Firefighters Memorial Service in Emmitsburg, Maryland",Barack Obama,2015-10-04,who protect us may their shining example inspire us all in our own lives as each one has received a special gift employ it in serving one another as good stewards of the manifold grace of god thank you note the president spoke at 11:29 a.m in memorial gym at mount saint mary's university in his remarks he referred to,1 Peter 4:10,"As every man hath received the gift, even so minister the same one to another, as good stewards of the manifold grace of God.",0.8857736138540878,TRUE,,0.9
98,-5236555104397208664,Remarks at the National Prayer Breakfast,"Joseph R. Biden, Jr.",2024-02-01,say i've long believed we have to look at each other even in our most challenging times not as enemies but as fellow americans scripture tells us the fruit of the spirit is love joy peace patience kindness goodness faithfulness i believe that's our collective calling today here we are in this room among the statue of heroes who have shaped our history and here we know faith is a living spirit that awakens our passions to come down from the pedestal and act to serve that's why over the door of the rotunda is,Galatians 5:22,"But the fruit of the Spirit is love, joy, peace, longsuffering, gentleness, goodness, faith,",0.9541200213594124,TRUE,,0.95
117,-5250071229936057131,Address Before a Joint Session of the Congress on the State of the Union,Ronald Reagan,1984-01-25,can't freedom to acknowledge god be enjoyed again by children in every schoolroom across this land america was founded by people who believed that god was their rock of safety he is ours i recognize we must be cautious in claiming that god is on our side but i think it's all right to keep,Psalms 78:35,"And they remembered that God was their rock, and the high God their redeemer.",0.3899997093636375,TRUE,,0.9
122,-5250393030175753769,"Remarks to the Christian Coalition Road to Victory Conference in Virginia Beach, Virginia",George Bush,1992-09-11,his knees in prayer i commend you i join with you in committing to uphold the sanctity of life matthew chapter 6 verse 21 reminds us where your treasure is there your heart will be also and our treasure is with america with our renewal agenda and your efforts out there in those grassroots we,Matthew 6:21,"For where your treasure is, there will your heart be also.",0.9751485707512954,TRUE,,1.0
129,-5255387272988646515,"Remarks on Signing the Bill Making the Birthday of Martin Luther King, Jr., a National Holiday",Ronald Reagan,1983-11-02,not only recall dr king but rededicate ourselves to the commandments he believed in and sought to live every day thou shall love thy god with all thy heart and thou shall love thy neighbor as thyself and i just have to believe that all of us-if all of us young and old republicans and,Deuteronomy 6:5,"And thou shalt love the LORD thy God with all thine heart, and with all thy soul, and with all thy might.",0.4734909730231076,TRUE,,0.9
130,-5255387272988646515,"Remarks on Signing the Bill Making the Birthday of Martin Luther King, Jr., a National Holiday",Ronald Reagan,1983-11-02,not only recall dr king but rededicate ourselves to the commandments he believed in and sought to live every day thou shall love thy god with all thy heart and thou shall love thy neighbor as thyself and i just have to believe that all of us-if all of us young and old republicans and,Luke 10:27,"And he answering said, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy strength, and with all thy mind; and thy neighbour as thyself.",0.1062522174312928,TRUE,,0.9
131,-5255387272988646515,"Remarks on Signing the Bill Making the Birthday of Martin Luther King, Jr., a National Holiday",Ronald Reagan,1983-11-02,not only recall dr king but rededicate ourselves to the commandments he believed in and sought to live every day thou shall love thy god with all thy heart and thou shall love thy neighbor as thyself and i just have to believe that all of us-if all of us young and old republicans and,Matthew 22:37,"Jesus said unto him, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind.",0.6306138206599754,TRUE,,0.9
