row_index,doc_id,title,president,date,snippet_norm,verse_range,verse_text,match_proba,judgement,reason,confidence
3,5089888485768223961,Remarks at a North Carolina Republican Party Rally in Raleigh,Ronald Reagan,1982-10-26,i urge you when you're in that voting booth next tuesday vote for your hopes not your fears there's a passage in the psalms which says weeping may endure for a night but joy cometh in the morning america has endured a long terrible night of economic hardship but now we're seeing the first welcome burst of sunshine the dawn,Psalms 30:5,"For his anger endureth but a moment; in his favour is life: weeping may endure for a night, but joy cometh in the morning.",0.9849247383999707,TRUE,,1.0
12,5107490027506816801,Remarks at a White House Reception for the Kennedy Center Honorees,Ronald Reagan,1986-12-07,ourselves deeply in debt others in the life of our nation have seen to our material needs-built our roads constructed our cities given us our daily bread still others have seen to the life of the mind-founding our universities and expanding knowledge in every field but these six-these six are,Luke 11:3,Give us day by day our daily bread.,0.6893882350486906,TRUE,,0.8
13,5107490027506816801,Remarks at a White House Reception for the Kennedy Center Honorees,Ronald Reagan,1986-12-07,ourselves deeply in debt others in the life of our nation have seen to our material needs-built our roads constructed our cities given us our daily bread still others have seen to the life of the mind-founding our universities and expanding knowledge in every field but these six-these six are,Matthew 6:11,Give us this day our daily bread.,0.9624556128394582,TRUE,,0.9
17,510966305736181591,Remarks at a White House Luncheon for Black Clergymen,Ronald Reagan,1982-03-26,happy to have this opportunity to speak together with you in mark chapter three there's a verse that's associated with abraham lincoln-that a house divided against itself cannot stand divisions among the american people have been a concern of many presidents not just president lincoln understanding there's some concern in,Mark 3:24-25,"And if a kingdom be divided against itself, that kingdom cannot stand. And if a house be divided against itself, that house cannot stand.",0.982321354334788,TRUE,,1.0
19,510966305736181591,Remarks at a White House Luncheon for Black Clergymen,Ronald Reagan,1982-03-26,i believe that america's churches white and black have an important role to play in the life of this nation our savior said inasmuch as ye have done it unto one of the least of these my brethren you have done it unto me well too many churches are sunday morning churches and not seven day-a-week churches guests amen the president i believe the black clergy can lead the way,Matthew 25:40,"And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye have done it unto one of the least of these my brethren, ye have done it unto me.",0.1106034262011616,TRUE,,1.0
39,5121364337393656726,Address Before a Joint Session of the Congress,Harry S Truman,1945-04-16,in my heart a prayer as i have assumed my heavy duties i humbly pray almighty god in the words of king solomon give therefore thy servant an understanding heart to judge thy people that i may discern between good and bad for who is able to judge this thy so great a people i ask only to be a good and faithful servant of my lord and my people note the president spoke in the house chamber shortly after,1 Kings 3:9,"Give therefore thy servant an understanding heart to judge thy people, that I may discern between good and bad: for who is able to judge this thy so great a people?",0.8770338682024397,TRUE,,0.9
45,5123499053628979539,Remarks to Commerce Department Employees on the Aircraft Tragedy in Croatia,William J. Clinton,1996-04-03,at the democratic committee and they've been friends a long time told me that his favorite scripture verse was that wonderful verse from isaiah they who wait upon the lord shall have their strength renewed they shall mount up with wings as eagles they will run and not grow weary they will walk and faint not well ron brown walked and ran and flew through life and he was a magnificent life force and those,Isaiah 40:31,"But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint.",0.929077486889504,TRUE,,0.95
109,5197869121781982466,"Remarks Commemorating the National Days of Thanksgiving in Houston, Texas",George Bush,1991-04-07,for our enemies that a just peace may come to their troubled land we are not an arrogant nation a gloating nation for we know blessed are the meek for they shall inherit the earth on this special day this grateful nation says thank you god note the president spoke at 9:50 a.m in the main sanctuary of st martin's,Matthew 5:5,Blessed are the meek: for they shall inherit the earth.,0.8367086817830416,TRUE,,1.0
131,5202093665604047713,Remarks at the National Day of Prayer and Remembrance Service,George W. Bush,2001-09-14,now walk in sorrow we thank him for each life we now must mourn and the promise of a life to come as we have been assured neither death nor life nor angels nor principalities nor powers nor things present nor things to come nor height nor depth can separate us from god's love may he bless the souls of the departed may he comfort our own and may he,Romans 8:38,"For I am persuaded, that neither death, nor life, nor angels, nor principalities, nor powers, nor things present, nor things to come,",0.9989984658112054,TRUE,,0.95
144,5209613757695350174,"Address at the Green Pastures Rally, Charlotte, N.C.",Franklin D. Roosevelt,1936-09-10,women and children than any other poem in the english language and in this great lyric what do we best remember two lines he maketh me to lie down in green pastures he leadeth me beside the still waters it does not greatly matter whether that symbol of an ideal of human physical and spiritual happiness was written in its original three thousand or five,Psalms 23:2,He maketh me to lie down in green pastures: he leadeth me beside the still waters.,0.9916649756947016,TRUE,,1.0
153,5219996056965700322,Remarks at the National Hispanic Prayer Breakfast,George W. Bush,2003-05-15,you care for the sick house the homeless feed the hungry and preach the word la palabra in the book of james we are reminded that faith without works is dead by loving a neighbor as you'd like to be loved yourself you prove every day that faith is alive by your work and prayers,James 2:20,"But wilt thou know, O vain man, that faith without works is dead?",0.8930045475002666,TRUE,,0.9
154,5219996056965700322,Remarks at the National Hispanic Prayer Breakfast,George W. Bush,2003-05-15,you care for the sick house the homeless feed the hungry and preach the word la palabra in the book of james we are reminded that faith without works is dead by loving a neighbor as you'd like to be loved yourself you prove every day that faith is alive by your work and prayers,James 2:26,"For as the body without the spirit is dead, so faith without works is dead also.",0.9067400595642284,TRUE,,0.9
154,5219996056965700322,Remarks at the National Hispanic Prayer Breakfast,George W. Bush,2003-05-15,you care for the sick house the homeless feed the hungry and preach the word la palabra in the book of james we are reminded that faith without works is dead by loving a neighbor as you'd like to be loved yourself you prove every day that faith is alive by your work and prayers,Matthew 22:39,"And the second is like unto it, Thou shalt love thy neighbour as thyself.",0.9067400595642284,TRUE,,0.9
169,5233454563798320547,Address at the Lighting of the National Community Christmas Tree on the White House Grounds,Harry S Truman,1945-12-24,more we light the national community christmas tree we meet in the spirit of the first christmas when the midnight choir sang the hymn of joy glory to god in the highest and on earth peace good will toward men let us not forget that the coming of the saviour brought a time of long peace to the roman world it is therefore fitting for,Luke 2:14,"Glory to God in the highest, and on earth peace, good will toward men.",0.9929551514991696,TRUE,,0.95
170,5233454563798320547,Address at the Lighting of the National Community Christmas Tree on the White House Grounds,Harry S Truman,1945-12-24,spirit of peace of love of charity to all men from the manger of bethlehem came a new appeal to the minds and hearts of men a new commandment i give unto you that ye love one another in love which is the very essence of the message of the prince of peace the world would find a solution for all its ills i do,John 13:34,"A new commandment I give unto you, That ye love one another; as I have loved you, that ye also love one another.",0.9654689388880489,TRUE,,0.95
173,5233454563798320547,Address at the Lighting of the National Community Christmas Tree on the White House Grounds,Harry S Truman,1945-12-24,from the manger of bethlehem came a new appeal to the minds and hearts of men a new commandment i give unto you that ye love one another in love which is the very essence of the message of the prince of peace the world would find a solution for all its ills i do,John 15:12,"This is my commandment, That ye love one another, as I have loved you.",0.9509388859576996,TRUE,,0.95
180,5233454563798320547,Address at the Lighting of the National Community Christmas Tree on the White House Grounds,Harry S Truman,1945-12-24,things which have gone into the making of our nation you will remember that saint paul the apostle of the gentiles and his companions suffering shipwreck cast four anchors out of the stern and wished for the day happily for us whenever the american ship of state has been storm-tossed we have always had an anchor to the windward we are met on the south,Acts 27:29,"Then fearing lest we should have fallen upon rocks, they cast four anchors out of the stern, and wished for the day.",0.9340242408972164,TRUE,,0.95
181,5233454563798320547,Address at the Lighting of the National Community Christmas Tree on the White House Grounds,Harry S Truman,1945-12-24,victories no less hard won than success at arms we must not fail or falter we must strive without ceasing to make real the prophecy of isaiah they shall beat their swords into plowshares and their spears into pruning-hooks nation shall not lift up sword against nation neither shall they learn war any more in this day whether it be far or near the kingdoms of this world shall become indeed the kingdom of god,Isaiah 2:4,"And he shall judge among the nations, and shall rebuke many people: and they shall beat their swords into plowshares, and their spears into pruninghooks: nation shall not lift up sword against nation, neither shall they learn war any more.",0.9745449741401636,TRUE,,0.98
226,5279155800601209041,"Remarks in a Discussion on Strengthening Social Security and a Question-and-Answer Session in Great Falls, Montana",George W. Bush,2005-02-03,q can you quote proverbs 17:17 for me the president no laughter that's an easy one can you quote it q a friend loves at all times and a brother is born for adversity the president thank you very good i thought you were going to ask me if i knew how to get to livingston laughter it's like that,Proverbs 17:17,"A friend loveth at all times, and a brother is born for adversity.",0.9463068256314509,TRUE,,0.95
232,5286532083085988946,Remarks on Signing the National POW/MIA Recognition Day Proclamation,George Bush,1989-07-28,working together we can resolve the anguish of many families in two lands and we can do something more we can build a new spirit of peace in ecclesiastes it is written that there is a time for war a time for peace and a time to heal we will never forget those who served our country and when we receive final answers about their fate then this will truly be a time for healing,Ecclesiastes 3:3,"A time to kill, and a time to heal; a time to break down, and a time to build up;",0.9514024930162918,TRUE,,0.95
